sd,accommodates,bathrooms,bedrooms,beds,number_of_reviews,review_scores_rating,y
93,1.7685081060176964,1.3983431997690647,0.8904708512630255,0.9512781338883387,-0.5018318737469629,0.5392857259599928,0.053577234222013555
94,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.7716747539493095,-2.2537602440390185,-0.8753834944146633
95,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.9512781338883387,1.1888579595739506,0.09827846753909623,-0.2842266671004132
96,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.28862051585761994,0.3922833064863606,-0.16138888480134753
97,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.3700898088128658,0.6862881454336249,0.49118683366243515
98,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,-0.6994449711481087,0.8332905649072572,-0.8677061330209719
99,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,0.9692878513504553,0.5392857259599928,0.37602641275706167
100,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.30421877634581723,0.5392857259599928,-0.6988041823597572
101,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,1.6060411651985917,-0.6367336298290647,-0.36100028103732856
102,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.32617578716816675,-0.19572637140816812,0.33763960578860386
103,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.33253453750231904,-0.3427287908818003,-0.43009653358055516
104,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,-0.30421877634581723,0.09827846753909623,-0.6680947367849909
105,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,0.183158198575376,-0.6994449711481087,-2.1067578245653866,0.030545150040941042
106,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.6774879603257592,-0.6367336298290647,0.030545150040941042
107,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.9034168188834066,0.24528088701272843,-0.3993870880057864
108,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.08464866812232197,-0.7837360493026969,-0.0385511025022826
109,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.3700898088128658,0.5392857259599928,-0.46848334054901036
110,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,-0.19572637140816812,-0.8139646032651311
111,1.7685081060176964,3.188738129213147,0.8904708512630255,1.7193980692013016,-0.21639073305641912,-0.930738468776329,0.49118683366243515
112,0.8315749884750107,0.5031457350470234,0.8904708512630255,0.9512781338883387,-0.6994449711481087,-2.1067578245653866,-0.3917097266120948
113,1.3000415472463536,-0.39205172967501783,-0.30215065983725636,1.7193980692013016,1.7377832301326888,0.09827846753909623,0.32996224439491556
114,-1.0422912466103607,3.188738129213147,-1.4947721709375381,-0.5849617367375867,1.5182131219091934,0.24528088701272843,3.485357777202146
115,2.236974664789039,4.0839355939351885,2.083092362363307,1.7193980692013016,-0.6774879603257592,0.8332905649072572,2.3337535681484107
116,0.36310842970366786,-0.39205172967501783,-1.4947721709375381,0.183158198575376,-0.15051970058937053,-0.6367336298290647,-0.5145475089111599
117,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6555309495034096,-0.19572637140816812,-0.7986098804777477
118,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,0.183158198575376,-0.6994449711481087,0.8332905649072572,0.41441321972551887
119,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.3984055699693676,0.5392857259599928,-0.46848334054901036
120,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.9512781338883387,-0.41400383045756484,0.24528088701272843,-0.36100028103732856
121,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,-6.516830408774352,-0.6604173753912995
122,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.8332905649072572,-0.752545712115598
123,2.236974664789039,-0.39205172967501783,0.8904708512630255,1.7193980692013016,-0.6116169278587106,-2.8417699219335475,-0.5068701475174685
124,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4798748629246134,0.24528088701272843,-0.1460341620139656
125,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.9512781338883387,-0.23834774387876864,-1.9597554050917543,-0.16138888480134753
126,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6555309495034096,-6.957837667195249,-0.12300207783289026
127,0.36310842970366786,1.3983431997690647,0.8904708512630255,0.183158198575376,-0.6116169278587106,0.8332905649072572,0.33763960578860386
128,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.9912448621728047,0.3922833064863606,-0.7679004349029814
129,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,2.0232243708232325,-0.6367336298290647,-0.6680947367849909
130,-0.5738246878390177,0.5031457350470234,-1.4947721709375381,-0.5849617367375867,-0.2822617655234677,0.8332905649072572,0.7982812894100971
131,0.36310842970366786,1.3983431997690647,0.8904708512630255,0.183158198575376,0.6838467106599114,-1.0777408882499613,0.030545150040941042
132,-0.10535812906767494,0.5031457350470234,-0.30215065983725636,0.183158198575376,-0.545745895391662,-1.66575056614449,-0.5145475089111599
133,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.5960186673705133,0.09827846753909623,-0.5836437614543837
134,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,3.164988933585408,0.09827846753909623,0.2608659918516876
135,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.5237888845693125,-1.8127529856181221,-0.276549305706721
136,1.7685081060176964,1.3983431997690647,2.083092362363307,1.7193980692013016,-0.6774879603257592,-2.1067578245653866,0.2992527988201454
137,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.9473308405281057,0.5392857259599928,-0.6988041823597572
138,0.36310842970366786,-0.39205172967501783,-1.4947721709375381,0.183158198575376,0.6399326890152124,0.6862881454336249,0.7138303140794912
139,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.43596084127991436,0.24528088701272843,-0.199775691769806
140,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,-0.6555309495034096,0.8332905649072572,-0.3917097266120948
141,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.589659917036361,0.8332905649072572,-0.199775691769806
142,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.41400383045756484,0.6862881454336249,-0.5836437614543837
143,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,0.28862051585761994,0.5392857259599928,-0.05390582528966617
144,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,0.8155887755940086,-0.4897312103554325,-0.8139646032651311
145,-0.10535812906767494,-0.39205172967501783,-1.4947721709375381,0.183158198575376,2.045181381645582,0.5392857259599928,0.030545150040941042
146,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4579178521022639,-1.66575056614449,-0.16138888480134753
147,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.10660567894467149,-0.7837360493026969,-0.5145475089111599
148,2.236974664789039,3.188738129213147,2.083092362363307,1.7193980692013016,-0.589659917036361,-0.19572637140816812,6.548624973285084
149,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.589659917036361,0.8332905649072572,-0.6680947367849909
150,-0.5738246878390177,1.3983431997690647,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,-0.3427287908818003,-0.6988041823597572
151,2.236974664789039,7.664725452823353,3.2757138734635887,1.7193980692013016,-0.6774879603257592,0.8332905649072572,13.381476613670568
152,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,0.35449154832466856,0.5392857259599928,0.1457055709463132
153,-0.5738246878390177,1.3983431997690647,-0.30215065983725636,-0.5849617367375867,4.043269366479389,0.24528088701272843,-0.6604173753912995
154,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.31057752667996946,0.5392857259599928,0.8366680963785549
155,2.236974664789039,-0.39205172967501783,2.083092362363307,2.487518004514264,0.35449154832466856,-0.3427287908818003,-0.5452569544859264
156,1.3000415472463536,0.5031457350470234,0.8904708512630255,1.7193980692013016,-0.10660567894467149,0.24528088701272843,-0.1383568006202735
157,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.8155887755940086,0.3922833064863606,-0.43009653358055516
158,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6555309495034096,0.8332905649072572,-0.7755777962966728
159,-0.10535812906767494,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.7277607323046105,0.6862881454336249,-0.046228463895974826
160,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,-0.5018318737469629,-0.3427287908818003,-0.5452569544859264
161,1.3000415472463536,-0.39205172967501783,0.8904708512630255,0.9512781338883387,-0.545745895391662,0.3922833064863606,1.566017428779253
162,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.0690504076341247,0.09827846753909623,-0.5836437614543837
163,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6994449711481087,0.8332905649072572,-0.7371909893282149
164,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.2603047547011182,0.3922833064863606,1.1821493590946772
165,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.15051970058937053,0.09827846753909623,1.9345307756764463
166,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.6555309495034096,-0.19572637140816812,1.1744719977009874
167,1.3000415472463536,1.3983431997690647,2.083092362363307,1.7193980692013016,-0.5018318737469629,-0.04872395193453594,1.9498854984638339
168,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.35449154832466856,0.6862881454336249,0.10731876397785887
169,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.018777635655273392,0.3922833064863606,0.1840923779147719
170,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,0.11296442927882376,0.5392857259599928,-0.46848334054901036
171,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.2666635050352704,-0.19572637140816812,-0.5836437614543837
172,-0.5738246878390177,1.3983431997690647,-0.30215065983725636,-0.5849617367375867,-0.5677029062140115,-1.66575056614449,-0.7371909893282149
173,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,0.5081906240811153,0.6862881454336249,0.22247918488323104
174,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4798748629246134,0.5392857259599928,-0.43009653358055516
175,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.63357393868106,0.8332905649072572,-0.46848334054901036
176,-0.10535812906767494,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,-0.3920468196352153,-0.3427287908818003,-0.46848334054901036
177,0.36310842970366786,-0.39205172967501783,0.8904708512630255,0.183158198575376,1.1449439379292514,-0.930738468776329,0.33763960578860386
178,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.6994449711481087,0.8332905649072572,-0.46848334054901036
179,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6774879603257592,-0.6367336298290647,-0.5989984842417669
180,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,6.897680773384827,0.3922833064863606,-0.16138888480134753
181,-0.5738246878390177,3.188738129213147,-0.30215065983725636,-0.5849617367375867,0.5301476349034647,-1.3717457271972255,-0.7832551576903644
182,2.7054412235603817,1.3983431997690647,0.8904708512630255,2.487518004514264,0.9912448621728047,0.24528088701272843,1.0209247698271526
183,0.8315749884750107,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.545745895391662,0.5392857259599928,0.567960447599354
184,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6994449711481087,0.8332905649072572,-0.752545712115598
185,1.3000415472463536,-0.39205172967501783,0.8904708512630255,0.9512781338883387,-0.589659917036361,0.3922833064863606,-0.08461527086443199
186,0.36310842970366786,-0.39205172967501783,-1.4947721709375381,0.183158198575376,-0.545745895391662,0.09827846753909623,0.22247918488323104
187,-0.5738246878390177,-0.39205172967501783,-1.4947721709375381,-0.5849617367375867,-0.04073464647762292,0.09827846753909623,-0.43009653358055516
188,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.4579178521022639,-0.3427287908818003,-0.6988041823597572
189,-0.5738246878390177,0.5031457350470234,-0.30215065983725636,-0.5849617367375867,1.6938692084879898,-0.4897312103554325,-0.5682890386670008
190,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.30421877634581723,-0.19572637140816812,-0.7602230735092903
191,1.3000415472463536,0.5031457350470234,0.8904708512630255,0.9512781338883387,0.11296442927882376,-0.19572637140816812,0.09964140258416535
192,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,1.408428067797446,0.5392857259599928,-0.5145475089111599
193,-1.0422912466103607,1.3983431997690647,-0.30215065983725636,-0.5849617367375867,-0.6116169278587106,0.8332905649072572,-0.7755777962966728
194,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.6555309495034096,0.8332905649072572,-0.36100028103732856
195,-0.5738246878390177,1.3983431997690647,2.083092362363307,-0.5849617367375867,-0.6774879603257592,0.8332905649072572,-0.3226134740688707
196,-0.5738246878390177,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.21639073305641912,0.8332905649072572,-0.08461527086443199
197,2.236974664789039,1.3983431997690647,2.083092362363307,1.7193980692013016,-0.5237888845693125,0.24528088701272843,1.4892438148423373
198,0.8315749884750107,-0.39205172967501783,0.8904708512630255,0.183158198575376,-0.4798748629246134,0.8332905649072572,0.2992527988201454
199,-1.0422912466103607,-0.39205172967501783,-0.30215065983725636,-0.5849617367375867,-0.5677029062140115,-0.7837360493026969,-0.6220305684228419
200,0.36310842970366786,-0.39205172967501783,-0.30215065983725636,0.183158198575376,-0.5677029062140115,0.3922833064863606,0.030545150040941042
201,1.3000415472463536,-0.39205172967501783,2.083092362363307,1.7193980692013016,0.44231959161406664,-0.3427287908818003,1.6427910427161703
