Unnamed: 0,Boston,Chicago,DC,LA,NYC,SF,amenities,accommodates,number_of_reviews,review_scores_rating,y
35,0,0,0,1,0,0,353,5,66,98.0,115.0
36,0,0,0,1,0,0,366,3,2,90.0,119.00000000000011
37,0,0,1,0,0,0,255,2,0,94.07792781276872,199.99999999999991
38,0,0,0,0,0,1,296,3,22,98.0,398.9999999999994
39,0,0,0,0,0,1,139,4,0,94.07792781276872,249.99999999999991
40,0,0,0,0,1,0,178,1,0,94.07792781276872,72.99999999999999
41,0,0,0,1,0,0,327,2,34,96.0,95.0
42,0,0,0,1,0,0,245,3,22,97.0,249.99999999999991
43,0,0,0,1,0,0,168,1,0,94.07792781276872,100.00000000000004
44,0,0,0,1,0,0,223,1,1,100.0,95.0
45,0,0,0,0,1,0,316,4,6,80.0,108.99999999999996
46,0,0,0,0,1,0,279,3,21,96.0,160.00000000000026
47,0,0,0,1,0,0,366,3,69,93.0,70.00000000000003
48,0,0,0,0,1,0,176,2,0,94.07792781276872,85.00000000000001
49,0,0,0,0,0,1,210,4,20,83.0,300.00000000000017
50,0,0,0,0,0,1,62,1,1,100.0,72.0
51,0,0,1,0,0,0,346,9,0,94.07792781276872,499.99999999999983
52,0,0,0,0,1,0,204,4,53,91.0,100.00000000000004
53,0,0,0,0,1,0,228,4,0,94.07792781276872,50.00000000000004
54,0,1,0,0,0,0,150,2,0,94.07792781276872,164.9999999999998
55,0,0,0,0,1,0,227,6,16,83.0,34.99999999999999
56,0,0,0,1,0,0,109,2,7,93.0,42.00000000000001
57,0,0,0,0,1,0,291,3,22,98.0,169.0
58,0,0,1,0,0,0,207,3,138,85.0,99.0
59,0,0,0,1,0,0,179,3,148,98.0,169.99999999999991
60,0,0,0,0,1,0,237,2,12,100.0,89.99999999999967
61,0,0,0,0,0,1,433,8,2,100.0,1039.9999999999989
62,0,0,0,0,1,0,211,6,4,95.0,175.00000000000009
63,0,0,0,0,1,0,318,2,31,99.0,85.00000000000001
64,0,0,0,0,1,0,234,1,2,100.0,64.99999999999999
65,0,0,0,0,1,0,239,1,28,84.0,45.00000000000002
66,0,0,0,0,1,0,209,2,15,91.0,44.00000000000002
67,1,0,0,0,0,0,339,2,5,100.0,88.00000000000004
68,0,0,0,0,1,0,341,1,0,94.07792781276872,59.99999999999999
69,0,0,0,0,1,0,167,3,5,92.0,289.99999999999994
70,0,0,0,0,1,0,104,3,14,93.0,110.00000000000004
71,0,0,0,1,0,0,303,3,1,100.0,64.99999999999999
72,0,0,0,1,0,0,266,2,1,100.0,89.99999999999967
73,0,0,0,0,1,0,220,2,0,94.07792781276872,133.99999999999997
74,0,0,0,0,1,0,215,2,133,94.0,139.99999999999994
75,0,0,0,0,0,1,366,2,146,98.0,144.99999999999997
76,0,0,0,1,0,0,434,2,136,98.0,108.99999999999996
77,0,0,0,1,0,0,381,3,25,96.0,128.99999999999997
78,0,0,0,0,1,0,288,5,3,73.0,125.00000000000004
79,0,0,0,0,1,0,68,2,38,95.0,138.99999999999997
80,0,0,0,1,0,0,408,2,1,100.0,99.0
81,0,0,0,0,1,0,280,3,1,40.0,59.99999999999999
82,0,0,0,0,1,0,208,8,62,92.0,100.00000000000004
83,1,0,0,0,0,0,164,6,1,94.07792781276872,199.99999999999991
84,0,0,0,0,1,0,298,3,20,84.0,64.99999999999999
85,0,0,0,0,1,0,316,2,5,96.0,85.00000000000001
86,0,0,0,1,0,0,473,4,21,96.0,720.0000000000001
87,0,0,0,0,0,1,309,6,28,96.0,600.0
88,0,0,0,1,0,0,91,2,9,89.0,34.99999999999999
89,0,1,0,0,0,0,203,1,74,86.0,28.99999999999999
90,0,0,0,0,0,1,378,2,59,95.0,45.00000000000002
91,0,0,0,0,1,0,200,5,1,100.0,699.9999999999985
92,0,0,0,0,1,0,141,3,25,96.0,100.00000000000004
93,0,0,0,0,1,0,297,5,45,84.0,300.00000000000017
94,0,0,0,0,1,0,96,4,13,95.0,125.00000000000004
95,0,0,0,1,0,0,183,8,0,94.07792781276872,299.0000000000004
96,0,0,1,0,0,0,149,2,13,75.0,39.99999999999998
97,0,0,0,1,0,0,315,2,7,100.0,125.00000000000004
98,0,0,0,1,0,0,276,6,0,94.07792781276872,450.00000000000006
99,0,0,0,0,1,0,217,4,2,80.0,190.0
100,0,1,0,0,0,0,327,5,3,87.0,149.0
101,0,0,0,0,1,0,171,1,115,91.0,76.0
102,0,0,0,1,0,0,348,3,12,100.0,164.9999999999998
103,0,0,0,1,0,0,304,2,10,100.0,45.00000000000002
104,0,0,0,0,1,0,248,2,2,100.0,119.99999999999996
105,0,0,0,0,1,0,339,1,0,94.07792781276872,68.00000000000001
106,0,0,0,1,0,0,155,2,59,93.0,119.99999999999996
107,0,1,0,0,0,0,226,4,5,100.0,85.00000000000001
108,0,0,0,0,1,0,417,3,8,94.0,139.99999999999994
109,0,0,0,0,0,1,115,2,26,95.0,95.0
110,0,0,1,0,0,0,146,2,33,85.0,68.00000000000001
111,0,0,0,0,1,0,160,2,0,94.07792781276872,184.99999999999991
112,0,0,0,1,0,0,368,3,30,99.0,38.99999999999999
113,0,0,0,0,1,0,230,2,3,100.0,100.00000000000004
114,0,0,0,0,1,0,301,2,40,97.0,59.99999999999999
115,0,0,0,0,1,0,316,2,228,95.0,100.00000000000004
116,0,0,0,0,1,0,261,2,0,94.07792781276872,89.99999999999967
117,1,0,0,0,0,0,331,2,6,96.0,139.99999999999994
118,1,0,0,0,0,0,420,3,0,94.07792781276872,149.99999999999997
119,0,0,0,0,1,0,181,2,3,100.0,74.99999999999997
120,0,0,0,0,1,0,264,5,1,100.0,199.0
121,0,0,0,0,1,0,181,3,25,99.0,175.00000000000009
122,0,0,1,0,0,0,266,2,0,94.07792781276872,125.00000000000004
123,0,0,0,1,0,0,305,1,0,94.07792781276872,57.99999999999999
124,0,0,1,0,0,0,345,2,9,98.0,158.00000000000003
125,0,0,0,0,0,1,265,4,1,100.0,249.99999999999991
126,0,0,0,0,1,0,337,1,8,100.0,50.00000000000004
127,1,0,0,0,0,0,363,4,3,67.0,138.99999999999997
128,0,0,0,1,0,0,327,10,4,100.0,450.00000000000006
129,1,0,0,0,0,0,264,2,0,94.07792781276872,71.00000000000007
130,0,0,0,1,0,0,317,5,19,98.0,141.00000000000003
131,0,0,0,0,1,0,362,3,22,99.0,199.99999999999991
132,1,0,0,0,0,0,295,10,3,87.0,249.99999999999991
133,0,0,0,1,0,0,321,6,0,94.07792781276872,1499.9999999999984
134,0,0,0,1,0,0,303,2,0,94.07792781276872,74.99999999999997
135,0,0,0,0,1,0,220,2,11,93.0,64.99999999999999
136,0,0,0,0,1,0,245,3,0,94.07792781276872,169.0
137,0,0,0,0,1,0,141,1,0,94.07792781276872,139.99999999999994
138,0,0,0,0,1,0,261,2,2,100.0,85.00000000000001
139,0,0,0,0,1,0,191,16,0,94.07792781276872,499.99999999999983
140,0,0,0,1,0,0,269,8,15,89.0,275.00000000000057
141,0,0,0,1,0,0,375,8,22,99.0,299.0000000000004
142,0,0,0,0,1,0,214,7,6,90.0,398.9999999999994
143,0,0,0,0,1,0,435,7,17,91.0,600.0
144,0,0,0,0,1,0,612,5,20,96.0,199.0
145,0,0,1,0,0,0,188,2,8,97.0,45.00000000000002
146,0,0,1,0,0,0,306,4,0,94.07792781276872,300.00000000000017
147,0,0,0,1,0,0,440,3,8,83.0,53.00000000000001
148,0,0,0,1,0,0,404,2,15,100.0,76.0
149,0,1,0,0,0,0,294,2,1,100.0,74.99999999999997
150,0,0,0,0,1,0,108,2,12,93.0,64.99999999999999
151,0,0,0,1,0,0,280,8,15,97.0,224.9999999999998
152,0,0,0,0,0,1,549,4,71,99.0,599.0
153,0,0,0,1,0,0,320,3,0,94.07792781276872,64.99999999999999
154,0,0,1,0,0,0,247,2,51,98.0,79.0
155,1,0,0,0,0,0,153,1,0,94.07792781276872,79.99999999999997
156,0,0,0,0,1,0,84,1,4,100.0,70.00000000000003
157,0,0,0,1,0,0,196,10,0,94.07792781276872,175.99999999999991
158,0,0,0,1,0,0,125,2,30,90.0,74.99999999999997
159,0,0,0,1,0,0,325,4,7,97.0,110.00000000000004
160,0,0,0,1,0,0,234,2,12,95.0,37.99999999999999
161,0,0,0,0,1,0,241,2,29,96.0,119.00000000000011
162,0,1,0,0,0,0,321,4,55,97.0,76.0
163,0,0,0,1,0,0,263,2,4,95.0,89.99999999999967
164,0,0,0,0,1,0,316,1,4,85.0,38.99999999999999
165,0,0,0,1,0,0,189,7,10,98.0,152.9999999999997
166,0,0,0,1,0,0,178,2,17,100.0,100.00000000000004
167,0,0,0,1,0,0,261,2,11,91.0,88.99999999999999
168,0,0,0,0,1,0,197,2,0,94.07792781276872,59.99999999999999
169,0,0,0,0,1,0,325,3,0,94.07792781276872,199.99999999999991
170,0,0,0,0,1,0,219,1,0,94.07792781276872,42.00000000000001
171,0,0,0,0,1,0,144,1,68,79.0,32.0
172,0,0,0,1,0,0,286,4,87,95.0,108.99999999999996
173,0,0,0,1,0,0,268,2,46,97.0,125.00000000000004
174,1,0,0,0,0,0,140,2,16,99.0,210.0
175,0,0,0,0,1,0,198,2,59,98.0,55.00000000000002
176,0,1,0,0,0,0,226,2,1,100.0,32.999999999999986
177,0,0,0,0,1,0,182,2,5,100.0,55.00000000000002
178,0,0,1,0,0,0,306,6,0,94.07792781276872,850.0000000000003
179,0,0,0,1,0,0,362,4,6,97.0,100.00000000000004
180,0,0,0,0,1,0,322,4,77,98.0,195.0
181,0,0,0,1,0,0,256,2,19,98.0,55.00000000000002
182,0,0,0,0,1,0,92,2,0,94.07792781276872,64.99999999999999
183,0,0,0,0,1,0,177,2,106,90.0,99.0
184,0,0,0,0,1,0,279,4,18,93.0,190.0
185,0,0,0,1,0,0,364,2,48,92.0,89.99999999999967
186,0,0,0,0,1,0,282,2,1,100.0,104.99999999999996
187,0,0,0,0,1,0,157,2,19,95.0,59.00000000000002
188,0,0,0,1,0,0,265,2,1,80.0,149.99999999999997
189,0,0,0,1,0,0,290,3,1,100.0,50.00000000000004
190,0,0,1,0,0,0,385,4,6,100.0,348.99999999999994
191,0,0,0,1,0,0,337,4,0,94.07792781276872,299.0000000000004
192,0,0,0,1,0,0,185,4,2,90.0,100.00000000000004
193,0,0,0,0,0,1,189,4,2,90.0,149.99999999999997
194,0,0,0,0,1,0,129,1,0,94.07792781276872,72.0
195,0,0,0,1,0,0,77,1,0,94.07792781276872,50.00000000000004
196,0,0,1,0,0,0,352,2,74,96.0,94.0
197,0,0,0,1,0,0,333,2,29,89.0,141.00000000000003
198,0,0,0,1,0,0,90,2,19,98.0,81.99999999999993
199,0,0,0,0,1,0,238,3,15,92.0,499.99999999999983
200,0,0,0,0,1,0,175,4,5,100.0,199.99999999999991
201,0,0,0,0,0,1,301,2,16,98.0,85.00000000000001
202,0,0,0,0,1,0,205,2,2,90.0,79.0
203,0,0,0,1,0,0,279,2,0,94.07792781276872,149.99999999999997
204,0,0,0,0,1,0,328,2,5,93.0,39.99999999999998
205,0,0,1,0,0,0,272,2,0,94.07792781276872,59.99999999999999
206,0,0,0,1,0,0,295,7,23,88.0,210.0
207,0,0,0,0,0,1,82,2,28,94.0,64.99999999999999
208,0,0,0,1,0,0,221,5,1,80.0,95.0
209,0,0,0,0,1,0,322,6,112,95.0,189.00000000000043
210,0,0,0,1,0,0,268,3,1,100.0,110.00000000000004
211,0,0,0,0,0,1,261,1,102,96.0,600.0
212,0,0,0,1,0,0,272,10,0,94.07792781276872,1649.9999999999984
213,0,0,0,0,1,0,156,2,8,95.0,119.99999999999996
214,0,0,0,0,1,0,237,1,0,94.07792781276872,37.99999999999999
215,0,0,0,1,0,0,280,2,0,94.07792781276872,149.99999999999997
216,0,0,0,0,1,0,455,8,2,100.0,450.00000000000006
217,0,0,0,1,0,0,343,4,26,90.0,79.0
218,0,0,0,0,1,0,331,2,12,98.0,64.99999999999999
219,0,0,0,0,1,0,279,6,40,88.0,70.00000000000003
220,0,1,0,0,0,0,166,3,3,93.0,42.00000000000001
221,0,0,1,0,0,0,254,2,1,100.0,199.99999999999991
222,0,0,0,0,1,0,292,3,51,98.0,85.00000000000001
223,0,0,0,0,1,0,172,4,14,96.0,99.0
224,0,0,0,0,1,0,211,2,14,99.0,119.99999999999996
225,0,0,0,0,1,0,249,1,2,50.0,59.99999999999999
226,0,0,0,0,1,0,169,1,0,94.07792781276872,100.00000000000004
227,0,0,1,0,0,0,352,3,10,100.0,199.99999999999991
228,0,0,0,1,0,0,118,3,1,100.0,175.00000000000009
229,0,0,0,0,1,0,182,1,1,100.0,69.00000000000001
230,0,0,0,1,0,0,230,2,5,100.0,48.00000000000005
231,0,0,0,0,1,0,205,8,5,75.0,79.99999999999997
232,0,0,0,0,1,0,109,2,12,98.0,175.00000000000009
233,0,0,0,1,0,0,203,12,0,94.07792781276872,548.0000000000011
234,0,0,0,0,1,0,335,3,3,67.0,115.0
235,0,0,0,1,0,0,338,2,11,96.0,126.99999999999989
236,0,0,0,1,0,0,174,1,84,92.0,74.99999999999997
237,0,0,0,0,1,0,23,4,22,81.0,125.00000000000004
238,0,0,0,1,0,0,261,4,59,91.0,159.0
239,0,0,0,0,1,0,138,2,1,60.0,79.0
240,0,0,1,0,0,0,213,2,3,47.0,129.99999999999997
241,0,1,0,0,0,0,312,4,5,100.0,190.0
242,0,0,0,0,1,0,190,2,2,100.0,97.0
243,0,0,0,1,0,0,251,6,0,94.07792781276872,190.0
244,0,0,0,0,1,0,75,2,0,94.07792781276872,79.99999999999997
245,0,0,1,0,0,0,236,3,8,93.0,74.00000000000003
246,0,0,1,0,0,0,382,2,78,97.0,46.0
247,1,0,0,0,0,0,303,2,125,90.0,59.00000000000002
248,0,0,0,1,0,0,133,3,3,93.0,79.0
249,0,0,0,0,1,0,186,3,2,70.0,199.99999999999991
250,0,0,0,0,0,1,323,2,20,100.0,249.99999999999991
251,0,0,0,1,0,0,282,4,64,87.0,149.99999999999997
252,0,0,0,0,0,1,222,3,8,83.0,79.0
253,0,0,0,1,0,0,283,3,7,91.0,136.00000000000006
254,0,0,0,0,1,0,125,3,0,94.07792781276872,235.00000000000043
255,0,0,1,0,0,0,254,6,5,92.0,175.00000000000009
256,0,0,0,0,1,0,116,2,2,86.0,132.0000000000002
257,0,0,0,0,1,0,139,2,2,80.0,64.99999999999999
258,0,0,0,0,1,0,259,1,25,89.0,55.00000000000002
259,0,0,0,0,0,1,538,2,60,95.0,70.00000000000003
260,0,0,0,0,1,0,131,4,4,95.0,144.00000000000014
261,0,0,1,0,0,0,219,2,3,100.0,55.00000000000002
262,0,0,0,0,1,0,219,4,177,95.0,179.99999999999991
263,0,0,0,0,0,1,363,4,9,82.0,110.00000000000004
264,0,0,0,1,0,0,248,7,2,80.0,184.99999999999991
265,0,0,0,0,1,0,259,2,76,98.0,55.00000000000002
266,0,0,0,0,1,0,279,4,62,99.0,239.00000000000009
267,0,0,0,0,1,0,270,4,7,100.0,199.99999999999991
268,0,0,1,0,0,0,304,2,13,96.0,119.99999999999996
269,0,0,0,1,0,0,298,2,3,100.0,95.0
270,0,0,0,0,1,0,344,2,6,100.0,119.99999999999996
271,1,0,0,0,0,0,324,4,14,99.0,70.00000000000003
272,0,0,0,0,1,0,374,2,46,98.0,138.99999999999997
273,0,0,0,0,0,1,275,3,17,95.0,224.9999999999998
274,0,0,0,0,1,0,232,2,70,91.0,39.99999999999998
275,0,0,0,1,0,0,342,3,126,98.0,149.99999999999997
276,0,0,0,0,1,0,247,2,12,83.0,125.00000000000004
277,0,0,0,1,0,0,340,4,28,89.0,79.0
278,1,0,0,0,0,0,552,8,6,93.0,999.0000000000005
279,0,0,0,0,1,0,254,2,2,100.0,95.0
280,0,1,0,0,0,0,250,4,1,100.0,125.00000000000004
281,0,0,0,0,0,1,124,2,0,94.07792781276872,249.99999999999991
282,0,0,0,0,1,0,533,2,6,100.0,59.00000000000002
283,0,0,0,0,1,0,262,2,5,92.0,55.00000000000002
284,0,0,0,1,0,0,420,8,2,100.0,1888.9999999999995
285,0,0,0,0,1,0,319,4,49,98.0,164.9999999999998
286,0,0,1,0,0,0,291,2,217,96.0,59.99999999999999
287,0,0,0,0,1,0,310,2,47,98.0,254.99999999999991
288,0,1,0,0,0,0,318,8,49,92.0,74.99999999999997
289,0,0,0,0,1,0,243,1,0,94.07792781276872,100.00000000000004
290,0,0,0,1,0,0,330,6,28,96.0,127.99999999999996
291,0,0,0,0,0,1,121,2,0,94.07792781276872,400.00000000000017
292,0,0,0,0,1,0,252,1,0,94.07792781276872,36.999999999999964
293,0,0,1,0,0,0,193,5,1,100.0,295.0000000000001
294,1,0,0,0,0,0,525,2,70,97.0,89.99999999999967
295,0,0,0,0,1,0,465,1,3,100.0,45.00000000000002
296,0,0,1,0,0,0,330,3,66,99.0,139.99999999999994
297,0,0,0,1,0,0,250,2,3,93.0,59.00000000000002
298,0,0,0,1,0,0,59,2,10,92.0,74.99999999999997
299,0,0,0,0,1,0,614,6,8,97.0,349.99999999999983
300,0,0,0,0,1,0,331,2,36,95.0,70.00000000000003
301,0,0,0,1,0,0,286,2,1,100.0,50.00000000000004
302,0,0,0,0,1,0,221,2,21,97.0,300.00000000000017
303,0,0,0,1,0,0,335,4,26,95.0,397.9999999999996
304,0,0,0,0,1,0,157,2,5,95.0,136.00000000000006
305,0,0,0,0,1,0,135,1,0,94.07792781276872,20.00000000000001
306,0,0,0,0,1,0,367,2,42,97.0,199.99999999999991
307,0,0,0,0,1,0,337,4,3,93.0,299.0000000000004
308,0,0,0,0,0,1,227,4,0,94.07792781276872,199.99999999999991
309,0,0,0,1,0,0,269,2,0,94.07792781276872,95.0
310,0,0,0,0,1,0,192,6,10,94.0,400.00000000000017
311,0,0,0,0,1,0,164,4,4,90.0,100.00000000000004
312,0,0,0,0,1,0,415,2,49,99.0,160.00000000000026
313,0,0,0,0,0,1,129,2,0,94.07792781276872,199.99999999999991
314,0,0,0,1,0,0,214,2,10,96.0,55.00000000000002
315,0,0,1,0,0,0,286,2,32,97.0,169.99999999999991
316,0,0,0,0,1,0,439,4,0,94.07792781276872,375.0000000000005
317,1,0,0,0,0,0,356,2,38,98.0,85.00000000000001
318,0,0,0,0,1,0,172,1,45,93.0,70.00000000000003
319,0,0,0,1,0,0,351,5,29,92.0,128.99999999999997
320,0,0,0,0,1,0,381,2,7,83.0,50.00000000000004
321,0,0,0,1,0,0,384,4,7,97.0,128.99999999999997
322,0,0,0,0,1,0,211,2,2,100.0,45.00000000000002
323,0,0,0,0,1,0,320,2,56,99.0,175.00000000000009
324,0,0,0,0,1,0,253,2,0,94.07792781276872,38.99999999999999
325,0,0,1,0,0,0,308,2,11,98.0,89.99999999999967
326,0,0,0,1,0,0,289,4,4,100.0,85.00000000000001
327,0,0,0,1,0,0,245,3,15,92.0,85.00000000000001
328,0,0,0,0,1,0,283,4,85,88.0,190.0
329,0,0,0,0,1,0,289,2,1,100.0,85.00000000000001
330,1,0,0,0,0,0,297,2,1,100.0,89.99999999999967
331,0,0,0,0,1,0,218,2,1,94.07792781276872,50.00000000000004
332,0,0,0,1,0,0,231,1,0,94.07792781276872,38.99999999999999
333,0,0,0,0,1,0,189,2,3,87.0,125.00000000000004
334,0,0,0,0,1,0,242,1,0,94.07792781276872,79.99999999999997
335,0,0,1,0,0,0,329,4,0,94.07792781276872,100.00000000000004
336,0,0,0,0,1,0,235,2,2,90.0,68.00000000000001
337,0,0,0,0,0,1,198,1,347,97.0,125.00000000000004
338,0,0,0,1,0,0,260,2,57,85.0,44.00000000000002
339,0,1,0,0,0,0,468,3,24,97.0,64.99999999999999
340,0,0,0,0,1,0,270,2,0,94.07792781276872,50.00000000000004
341,0,0,0,1,0,0,345,9,78,96.0,278.99999999999994
342,0,0,1,0,0,0,332,3,0,94.07792781276872,800.0000000000006
343,0,0,0,0,1,0,140,5,8,98.0,220.00000000000043
344,0,0,0,0,1,0,442,1,1,100.0,48.00000000000005
345,0,0,0,0,1,0,236,2,0,94.07792781276872,300.00000000000017
346,0,0,0,0,1,0,941,6,6,97.0,135.00000000000003
347,0,0,0,0,0,1,427,4,8,95.0,175.00000000000009
348,0,0,0,0,1,0,233,3,0,94.07792781276872,224.9999999999998
349,0,0,0,0,0,1,293,2,0,94.07792781276872,149.99999999999997
350,0,0,1,0,0,0,185,2,31,95.0,89.99999999999967
351,0,0,0,1,0,0,2,3,0,94.07792781276872,125.00000000000004
352,0,0,0,1,0,0,299,2,0,94.07792781276872,149.99999999999997
353,0,0,0,0,1,0,168,2,12,92.0,55.00000000000002
354,0,0,0,0,1,0,284,2,110,91.0,72.0
355,0,0,0,1,0,0,177,1,0,94.07792781276872,39.99999999999998
356,0,0,0,0,1,0,200,2,0,94.07792781276872,100.00000000000004
357,0,0,0,1,0,0,215,6,0,94.07792781276872,199.99999999999991
358,1,0,0,0,0,0,265,1,0,94.07792781276872,50.00000000000004
359,0,0,1,0,0,0,199,1,19,93.0,46.99999999999995
360,0,0,0,1,0,0,283,6,38,93.0,159.0
361,0,0,0,0,1,0,332,2,97,98.0,79.0
362,0,0,0,1,0,0,183,2,0,94.07792781276872,125.00000000000004
363,0,0,0,0,1,0,306,4,35,97.0,125.00000000000004
364,0,0,0,0,1,0,292,1,5,100.0,45.00000000000002
365,0,0,0,0,1,0,208,2,3,100.0,99.0
366,0,0,0,0,1,0,128,2,17,79.0,95.0
367,0,0,0,1,0,0,109,2,2,100.0,104.0
368,0,0,0,0,1,0,226,8,0,94.07792781276872,375.0000000000005
369,0,0,0,0,1,0,222,6,1,94.07792781276872,64.99999999999999
370,0,0,0,0,1,0,1006,2,23,100.0,135.00000000000003
371,0,0,0,0,1,0,249,2,5,96.0,50.00000000000004
372,0,1,0,0,0,0,273,8,9,96.0,339.99999999999983
373,0,0,0,0,1,0,161,2,0,94.07792781276872,50.00000000000004
374,0,0,0,0,1,0,202,5,11,100.0,184.99999999999991
375,1,0,0,0,0,0,243,1,7,89.0,64.99999999999999
376,1,0,0,0,0,0,164,5,12,92.0,199.99999999999991
377,0,0,0,1,0,0,379,4,7,97.0,149.99999999999997
378,0,0,0,1,0,0,368,2,1,100.0,115.0
379,0,0,0,0,0,1,362,6,53,92.0,360.00000000000006
380,1,0,0,0,0,0,178,4,60,85.0,88.99999999999999
381,0,0,0,1,0,0,307,4,2,100.0,275.00000000000057
382,0,0,0,0,0,1,399,4,38,100.0,254.00000000000023
383,0,0,0,0,1,0,186,1,6,97.0,68.00000000000001
384,0,0,0,0,1,0,301,2,2,90.0,214.99999999999991
385,0,0,0,1,0,0,196,4,0,94.07792781276872,79.99999999999997
386,0,0,0,0,0,1,267,8,79,97.0,275.00000000000057
387,0,0,0,0,1,0,253,1,15,99.0,34.99999999999999
388,0,0,0,1,0,0,226,1,7,86.0,20.00000000000001
389,0,0,0,1,0,0,197,2,10,89.0,110.00000000000004
390,0,0,1,0,0,0,355,2,6,93.0,23.0
391,0,0,0,0,1,0,175,1,32,98.0,59.00000000000002
392,0,0,0,0,1,0,127,2,3,100.0,110.00000000000004
393,0,0,0,1,0,0,268,4,38,99.0,74.99999999999997
394,0,0,0,0,1,0,331,2,43,96.0,89.99999999999967
395,0,0,0,0,1,0,211,4,8,100.0,348.99999999999994
396,0,0,0,0,1,0,316,2,44,89.0,224.9999999999998
397,0,0,0,0,1,0,308,4,59,94.0,324.99999999999994
398,0,0,0,0,1,0,472,6,11,82.0,237.99999999999943
399,0,0,0,1,0,0,366,5,40,99.0,300.00000000000017
400,0,0,0,1,0,0,453,2,0,94.07792781276872,125.00000000000004
401,0,0,1,0,0,0,169,2,153,97.0,94.0
402,0,0,1,0,0,0,99,3,11,98.0,179.99999999999991
403,0,0,0,0,1,0,399,3,105,98.0,99.0
404,0,0,0,1,0,0,438,6,15,99.0,349.99999999999983
405,0,0,0,0,1,0,919,9,88,98.0,164.9999999999998
406,0,0,0,0,1,0,381,2,0,94.07792781276872,499.99999999999983
407,0,0,0,0,1,0,134,4,2,100.0,175.00000000000009
408,0,0,0,0,1,0,255,1,14,96.0,28.99999999999999
409,0,0,1,0,0,0,371,4,8,97.0,175.00000000000009
410,1,0,0,0,0,0,312,3,1,100.0,141.00000000000003
411,0,0,1,0,0,0,178,4,79,90.0,179.0
412,0,0,1,0,0,0,323,4,10,98.0,85.00000000000001
413,0,0,0,0,1,0,148,2,3,100.0,70.00000000000003
414,0,0,0,0,1,0,263,10,24,97.0,115.0
415,0,0,0,0,0,1,219,2,54,95.0,169.0
416,0,0,0,0,1,0,71,1,7,100.0,89.99999999999967
417,0,0,0,0,1,0,278,2,48,95.0,38.99999999999999
418,0,0,0,0,1,0,208,4,4,95.0,89.99999999999967
419,0,0,0,1,0,0,369,4,6,85.0,144.99999999999997
420,0,0,0,0,0,1,164,1,0,94.07792781276872,100.00000000000004
421,0,0,0,0,1,0,246,2,2,100.0,99.0
422,0,0,0,0,1,0,255,1,2,100.0,83.99999999999999
423,0,0,0,0,1,0,211,2,21,96.0,118.00000000000004
424,0,0,0,0,1,0,492,4,202,97.0,111.99999999999996
425,0,0,1,0,0,0,266,1,0,94.07792781276872,74.99999999999997
426,0,0,0,0,1,0,499,1,59,98.0,138.00000000000006
427,0,0,0,1,0,0,311,4,6,100.0,119.99999999999996
428,0,0,0,0,0,1,395,2,8,90.0,149.99999999999997
429,0,0,0,0,1,0,235,2,220,94.0,59.99999999999999
